	affiliation	affiliationMag	if_same
520	dept. of inorganic chemistry, university of chemistry and technology, prague, czech republic	institute of chemical technology in prague	0
521	dept. of inorganic chemistry, university of chemistry and technology, prague, czech republic	central european institute of technology	0
522	institute of metal research, chinese academy of sciences (cas), shenyang, china	university of science and technology of china	0
523	school of materials science & engineering, georgia	georgia institute of technology	0
524	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	kunming university of science and technology	0
525	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	university of science and technology beijing	0
526	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	nanjing university of finance and economics	0
527	school of materials science and engineering, zhejiang university, hangzhou, china	university of science and technology of china	0
528	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	huazhong university of science and technology	0
529	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	inner mongolia university of science and technology	0
530	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	nanjing university of science and technology	0
531	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	academy of medical sciences united kingdom	0
532	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	jiangxi university of finance and economics	0
533	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	qingdao university of science and technology	0
534	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	ministry of land and resources of the people s republic of china	0
535	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	southwest university of science and technology	0
536	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	university of science and technology of china	0
537	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	china academy of engineering physics	0
538	school of materials science and engineering, zhejiang university, hangzhou, china	beijing technology and business university	0
539	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	china university of mining and technology	0
540	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	fujian agriculture and forestry university	0
541	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	xi an university of science and technology	0
542	school of materials science and engineering, zhejiang university, hangzhou, china	roy j and lucille a carver college of medicine	0
543	school of materials science and engineering, zhejiang university, hangzhou, china	beijing university of posts and telecommunications	0
544	fac. of engineering and physical sciences, university of surrey, guildford, surrey, uk	shandong university of finance and economics	0
548	oncology, southern research institute and the university of alabama at birmingham, usa	china university of mining and technology	0
549	oncology, southern research institute and the university of alabama at birmingham, usa	beijing technology and business university	0
550	oncology, southern research institute and the university of alabama at birmingham, usa	wuhan university of science and technology	0
551	oncology, southern research institute and the university of alabama at birmingham, usa	southern medical university	0
552	oncology, southern research institute and the university of alabama at birmingham, usa	royal institute of technology	0
553	oncology, southern research institute and the university of alabama at birmingham, usa	university of electronic science and technology of china	0
554	oncology, southern research institute and the university of alabama at birmingham, usa	guangzhou institutes of biomedicine and health	0
556	ecole normale superieure de cachan, france	institut universitaire de france	0
557	poznana' university of medical science, poznana', poland	agh university of science and technology	0
561	haukeland university hospital, bergen, norway	university of bergen	0
565	sa~o paulo, sa~o paulo, brazil	university of sao paulo	0
566	university of maryland school of dentistry, baltimore, mdvolume 19, number 1	university of maryland college park	0
571	all india	all india institute of medical sciences	0
572	csir institute of genomics and integrative biology, new delhi, india	all india institute of medical sciences	0
573	csir institute of genomics and integrative biology, new delhi, india	aiims new delhi	0
574	csir institute of genomics and integrative biology, new delhi, india	national institute of technology raipur	0
575	national dairy research institute, karnal, haryana, india	post graduate institute of medical education and research	0
576	national dairy research institute, karnal, haryana, india	rajendra memorial research institute of medical sciences	0
