	affiliation	affiliationMag	if_same
1899	lgcb, polyetech clermont ferrand, university blaise pascal, 24 avenue de landais, f-63174 aubiere, france	blaise pascal university	1.0
1900	department of agricultural engineering. university of newcastle upon tyne, uk	newcastle university	1.0
1901	oxford university dept. of metallurgy & sci. of materials parks road oxford, uk	university of oxford	1.0
1902	northwestern polytechnical university, sch. of materials science and engineering, xiaeur(tm)an, china	northwestern polytechnic university	1.0
1903	leeds university business school , uk	university of leeds	1.0
1904	leeds university business school, uk	university of leeds	1.0
1905	d. casimir university of kyoto, japan	kyoto university	1.0
1906	university of kyoto, japan	kyoto university	1.0
1907	technionsrael institute of technology, haifa. israel	technion israel institute of technology	1.0
1908	technionsrael institute of technology. haifa, israel	technion israel institute of technology	1.0
1909	university of kyoto, chemical engineering department,yoshida-hon-machi, sakyoku, kyoto-shi 606, japan	kyoto university	1.0
1910	universidad de buenos aires, argentina	university of buenos aires	1.0
1911	university of texas austin, tx ernesto bribiesca col. avante mexico	university of texas at austin	1.0
1912	national biomedical research foundation, georgetown univbi~ity medical ce~, washington, d.c.	georgetown university medical center	1.0
1913	agh univeristy of science and technology, krakow, poland	agh university of science and technology	1.0
1914	state university of new york at new	state university of new york at new paltz	1.0
